timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-30T18:22:11,SMS_Spam_LR,3740c2b9-9c4f-4bde-af24-e1bd10a69d3b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5951034000026991,2.6121144606047607e-06,1.6375831564275648e-06,4.500000000000002,2.83086801207221,10.0,1.3576527500026718e-06,1.2533343359995286e-06,3.0114691666717086e-06,5.622456252673909e-06,0.0,Türkiye,TUR,edirne,,,Windows-10-10.0.22631-SP0,3.10.20,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,26.556,41.6772,15.842525482177734,machine,0.0,0.0,0.0,0.0,N,1.0,0.0
2026-04-30T18:22:18,SMS_Spam_LR_inference,629832f1-2dfe-4c6b-9b64-625f12add022,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.8124525000021088,3.2731942257230464e-06,1.8059475907474744e-06,4.500000000000002,3.5297542562082462,10.0,1.6369411250025228e-06,1.776112531999552e-06,3.6323463888948014e-06,7.045400045896877e-06,0.0,Türkiye,TUR,edirne,,,Windows-10-10.0.22631-SP0,3.10.20,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,26.556,41.6772,15.842525482177734,machine,0.0,0.0,0.0,0.0,N,1.0,0.0
2026-04-30T18:22:48,SMS_Spam_NaiveBayes,5e5500f3-1430-491c-9117-d87d0b546e60,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.529636199997185,2.412248839763168e-06,1.5770082061130662e-06,4.5000010935,2.5650936221182663,10.0,1.2751174348500024e-06,1.089167538000091e-06,2.8279697222185653e-06,5.192254695068659e-06,0.0,Türkiye,TUR,edirne,,,Windows-10-10.0.22631-SP0,3.10.20,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,26.556,41.6772,15.842525482177734,machine,0.0,0.0,0.0,0.0,N,1.0,0.0
2026-04-30T18:22:55,SMS_Spam_NaiveBayes_inference,43763e2e-e7d6-4f3f-bacf-e26e315fa2fc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.89658199999758,3.677455015366762e-06,1.93899078203392e-06,4.500324,4.416061270466751,10.0,1.737009555684997e-06,2.325279637997724e-06,3.853263611108559e-06,7.91555280479128e-06,0.0,Türkiye,TUR,edirne,,,Windows-10-10.0.22631-SP0,3.10.20,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,26.556,41.6772,15.842525482177734,machine,0.0,0.0,0.0,0.0,N,1.0,0.0
2026-04-30T18:23:41,SMS_Spam_SVM,c47a2ae4-563e-4c78-9fce-cd7aac22530e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.536231600002793,8.437438638266e-06,2.385997183628848e-06,4.513607858250001,6.071223650680591,10.0,3.795624996412344e-06,5.961949213997841e-06,8.403624444448117e-06,1.81611986548583e-05,0.0,Türkiye,TUR,edirne,,,Windows-10-10.0.22631-SP0,3.10.20,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,26.556,41.6772,15.842525482177734,machine,0.0,0.0,62.5,9.897380828857422,N,1.0,0.0
2026-04-30T18:23:48,SMS_Spam_SVM_inference,7b125925-ea8a-4483-be3b-fbff3acf4db6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.292068599999766,4.785477061517472e-06,2.087841987590581e-06,4.500000000000002,4.7716552840620094,10.0,2.255996874996527e-06,3.0366690959987563e-06,5.007853333326137e-06,1.030051930432142e-05,0.0,Türkiye,TUR,edirne,,,Windows-10-10.0.22631-SP0,3.10.20,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,26.556,41.6772,15.842525482177734,machine,0.0,0.0,0.0,0.0,N,1.0,0.0
2026-04-30T18:27:20,SMS_Spam_GRU,e6c9a96e-fb8f-4c56-8ff9-6f5a65232654,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,24.28485129999899,0.0001434388838242,5.90651686733866e-06,4.5037280808,33.83727564181551,10.0,2.9126182716173035e-05,0.0002149712830879,6.464813527777045e-05,0.0003087456010819,0.0,Türkiye,TUR,edirne,,,Windows-10-10.0.22631-SP0,3.10.20,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,26.556,41.6772,15.842525482177734,machine,4.545454545454546,30.454545454545453,60.8590909090909,9.63894254511053,N,1.0,0.0
2026-04-30T18:28:23,SMS_Spam_GRU_inference,a818f514-63a5-434d-8ec8-5dd89b3532b4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,57.97732370000085,0.0002008468803204,3.46423165994567e-06,4.505268145246875,13.052242881422648,10.0,7.003646163970252e-05,0.000206849609924,0.0001554276019444,0.0004323136735081,0.0,Türkiye,TUR,edirne,,,Windows-10-10.0.22631-SP0,3.10.20,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,26.556,41.6772,15.842525482177734,machine,0.0,20.29090909090909,61.619999999999976,9.762551671808415,N,1.0,0.0
2026-04-30T18:29:49,SMS_Spam_CNN,74af9220-7215-4942-bcd5-700c48a8eb22,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,8.369295899999997,5.354174755646321e-05,6.397401668695121e-06,4.523791077,35.93940780117341,10.0,9.876114489751376e-06,8.354506683599938e-05,2.1824968055554764e-05,0.0001152461493813,0.0,Türkiye,TUR,edirne,,,Windows-10-10.0.22631-SP0,3.10.20,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,26.556,41.6772,15.842525482177734,machine,0.0,36.833333333333336,55.26666666666666,8.753929138183594,N,1.0,0.0
2026-04-30T18:30:38,SMS_Spam_CNN_inference,9939f689-5ede-41df-8b19-63e663d4db66,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,43.95088150000083,0.0001417956899461,3.2262308537810306e-06,4.506018346679466,10.994761723600297,10.0,5.311605554455482e-05,0.0001342398296139,0.0001178528166666,0.0003052087018252,0.0,Türkiye,TUR,edirne,,,Windows-10-10.0.22631-SP0,3.10.20,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,26.556,41.6772,15.842525482177734,machine,0.0,7.380952380952381,55.31428571428571,8.764055615379696,N,1.0,0.0
2026-04-30T18:32:25,SMS_Spam_RandomForest,5da45efd-99d6-4db3-ab09-9117a0f863af,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.175050199999532,4.350658850914187e-06,2.0002567531154555e-06,4.500020736000001,4.362026866813123,10.0,2.090639883623969e-06,2.6341687739996067e-06,4.639784444437586e-06,9.36459310206116e-06,0.0,Türkiye,TUR,edirne,,,Windows-10-10.0.22631-SP0,3.10.20,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,26.556,41.6772,15.842525482177734,machine,0.0,0.0,0.0,0.0,N,1.0,0.0
2026-04-30T18:32:42,SMS_Spam_RandomForest_inference,e51321bf-ded4-4044-9614-44a7529809a3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11.432547599997632,3.281437412018038e-05,2.870259129311404e-06,4.531174364700001,8.338383718219042,10.0,1.376972145938133e-05,2.6478354515999808e-05,3.038335527777841e-05,7.063143125315955e-05,0.0,Türkiye,TUR,edirne,,,Windows-10-10.0.22631-SP0,3.10.20,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,26.556,41.6772,15.842525482177734,machine,0.0,8.555555555555555,64.3,10.18641153971354,N,1.0,0.0
2026-04-30T18:34:15,SMS_Spam_XGBoost,ad5e8cb9-9c0d-4705-937f-4b2dc5633d35,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.832982699997956,1.0166318995697606e-05,3.588556681163264e-06,14.27283316125,7.797060664915382,10.0,9.264637543899983e-06,6.134171573999453e-06,6.483724999998231e-06,2.1882534117897668e-05,0.0,Türkiye,TUR,edirne,,,Windows-10-10.0.22631-SP0,3.10.20,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,26.556,41.6772,15.842525482177734,machine,0.0,0.0,70.4,11.145835876464844,N,1.0,0.0
2026-04-30T18:34:23,SMS_Spam_XGBoost_inference,7f69f15b-fec3-417c-bad8-d1333758c024,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.320568099999946,5.49933795600959e-06,2.369823990948474e-06,4.720796928,6.822553135377071,10.0,2.388431867489669e-06,4.396392406003785e-06,5.052247777772815e-06,1.1837072051266268e-05,0.0,Türkiye,TUR,edirne,,,Windows-10-10.0.22631-SP0,3.10.20,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,26.556,41.6772,15.842525482177734,machine,0.0,0.0,0.0,0.0,N,1.0,0.0
2026-04-30T18:35:12,SMS_Spam_LR,324e1c99-64d8-46ca-9881-06e7a9f5ab45,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5817662000008568,2.6025866208628314e-06,1.6453674511830014e-06,4.500000000000002,2.8914569419356573,10.0,1.3461619999998225e-06,1.269723238002396e-06,2.9860627777856684e-06,5.601948015787887e-06,0.0,Türkiye,TUR,edirne,,,Windows-10-10.0.22631-SP0,3.10.20,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,26.556,41.6772,15.842525482177734,machine,0.0,0.0,0.0,0.0,N,1.0,0.0
2026-04-30T18:35:20,SMS_Spam_LR_inference,a9479e9b-adc3-4b36-8b38-84212dba1b90,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.827351500000077,3.3043352746671093e-06,1.8082647343255909e-06,4.5000010935,3.525766135499077,10.0,1.6538269018806718e-06,1.7886125419988574e-06,3.6699902777804204e-06,7.112429721659949e-06,0.0,Türkiye,TUR,edirne,,,Windows-10-10.0.22631-SP0,3.10.20,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 2060,26.556,41.6772,15.842525482177734,machine,0.0,0.0,0.0,0.0,N,1.0,0.0
